42,53,14.,14.	我们的会议是在可持续发展面临巨大挑战之际召开的。我们有几十亿公民仍然处于贫困之中，生活缺少尊严。国家内和国家间的不平等在增加。机会、财富和权力的差异十分悬殊。性别不平等仍然是一个重大挑战。失业特别是青年失业，是一个令人担忧的重要问题。全球性疾病威胁、越来越频繁和严重的自然灾害、不断升级的冲突、暴力极端主义、恐怖主义和有关的人道主义危机以及被迫流离失所，有可能使最近数十年取得的大部分发展进展功亏一篑。自然资源的枯竭和环境退化产生的不利影响，包括荒漠化、干旱、土地退化、淡水资源缺乏和生物多样性丧失，使人类面临的各种挑战不断增加和日益严重。气候变化是当今时代的最大挑战之一，它产生的不利影响削弱了各国实现可持续发展的能力。全球升温、海平面上升、海洋酸化和其他气候变化产生的影响，严重影响到沿岸地区和低洼沿岸国家，包括许多最不发达国家和小岛屿发展中国家。许多社会和各种维系地球的生物系统的生存受到威胁。
43,54,15.,15.	但这也是一个充满机遇的时代。应对许多发展挑战的工作已经取得了重大进展，已有千百万人民摆脱了极端贫困。男女儿童接受教育的机会大幅度增加。信息和通信技术的传播和世界各地之间相互连接的加强在加快人类进步方面潜力巨大，消除数字鸿沟，创建知识社会，医药和能源等许多领域中的科技创新也有望起到相同的作用。
44,55,16.,16.	千年发展目标是在近十五年前商定的。这些目标为发展确立了一个重要框架，已经在一些重要领域中取得了重大进展。但是各国的进展参差不齐，非洲、最不发达国家、内陆发展中国家和小岛屿发展中国家尤其如此，一些千年发展目标仍未实现，特别是那些涉及孕产妇、新生儿和儿童健康的目标和涉及生殖健康的目标。我们承诺全面实现所有千年发展目标，包括尚未实现的目标，特别是根据相关支助方案，重点为最不发达国家和其他特殊处境国家提供更多援助。新议程巩固发展了千年发展目标，力求完成没有完成的目标，特别是帮助最弱势群体。
45,56,17.,17.	但是，我们今天宣布的框架远远超越了千年发展目标。除了保留消贫、保健、教育和粮食安全和营养等发展优先事项外，它还提出了各种广泛的经济、社会和环境目标。它还承诺建立更加和平、更加包容的社会。重要的是，它还提出了执行手段。新的目标和具体目标相互紧密关联，有许多贯穿不同领域的要点，体现了我们决定采用统筹做法。
46,57,新议程,		新议程
47,58,18.,18.	我们今天宣布17个可持续发展目标以及169个相关具体目标，这些目标是一个整体，不可分割。世界各国领导人此前从未承诺为如此广泛和普遍的政策议程共同采取行动和做出努力。我们正共同走上可持续发展道路，集体努力谋求全球发展，开展为世界所有国家和所有地区带来巨大好处的“双赢”合作。我们重申，每个国家永远对其财富、自然资源和经济活动充分拥有永久主权，并应该自由行使这一主权。我们将执行这一议程，全面造福今世后代所有人。在此过程中，我们重申将维护国际法，并强调，将采用信守国际法为各国规定的权利和义务的方式来执行本议程。
48,59,19.,19.	我们重申《世界人权宣言》以及其他涉及人权和国际法的国际文书的重要性。我们强调，所有国家都有责任根据《联合国宪章》尊重、保护和促进所有人的人权和基本自由，不分其种族、肤色、性别、语言、宗教、政治或其他见解、国籍或社会出身、财产、出生、残疾或其他身份等任何区别。
49,60,20.,20.	实现性别平等和增强妇女和女童权能将大大促进我们实现所有目标和具体目标。如果人类中有一半人仍然不能充分享有人权和机会，就无法充分发挥人的潜能和实现可持续发展。妇女和女童必须能平等地接受优质教育，获得经济资源和参政机会，并能在就业、担任各级领导和参与决策方面，享有与男子和男童相同的机会。我们将努力争取为缩小两性差距大幅增加投入，在性别平等和增强妇女权能方面，在全球、区域和国家各级进一步为各机构提供支持。将消除对妇女和女童的一切形式歧视和暴力，包括通过让男子和男童参与。在执行本议程过程中，必须有系统地顾及性别平等因素。
50,61,21.,21.	新的目标和具体目标将在2016年1月1日生效，是我们在今后十五年内决策的指南。我们会在考虑到本国实际情况、能力和发展程度的同时，依照本国的政策和优先事项，努力在国家、区域和全球各级执行本议程。我们将在继续依循相关国际规则和承诺的同时，保留国家政策空间，以促进持久、包容和可持续的经济增长，特别是发展中国家的增长。我们同时承认区域和次区域因素、区域经济一体化和区域经济关联性在可持续发展过程中的重要性。区域和次区域框架有助于把可持续发展政策切实变为各国的具体行动。
51,62,22.,22.	每个国家在寻求可持续发展过程中都面临具体的挑战。尤其需要关注最脆弱国家，特别是非洲国家、最不发达国家、内陆发展中国家和小岛屿发展中国家，也要关注冲突中和冲突后国家。许多中等收入国家也面临重大挑战。
52,63,23.,23.	必须增强弱势群体的权能。其需求被列入本议程的人包括所有的儿童、青年、残疾人(他们有80%的人生活在贫困中)、艾滋病毒/艾滋病感染者、老人、土著居民、难民和境内流离失所者以及移民。我们决心根据国际法进一步采取有效措施和行动，消除障碍和取消限制，进一步提供支持，满足生活在有复杂的人道主义紧急情况地区和受恐怖主义影响地区人民的需求。
53,64,24.,24.	我们承诺消除一切形式和表现的贫困，包括到2030年时消除极端贫困。必须让所有人的生活达到基本标准，包括通过社会保障体系做到这一点。我们决心优先消除饥饿，实现粮食安全，并决心消除一切形式的营养不良。我们为此重申世界粮食安全委员会需要各方参与并发挥重要作用，欢迎《营养问题罗马宣言》和《行动框架》。我们将把资源用于发展中国家的农村地区和可持续农业与渔业，支持发展中国家、特别是最不发达国家的小户农民(特别是女性农民)、牧民和渔民。
54,65,25.,"25.	我们承诺在各级提供包容和平等的优质教育——幼儿教育、小学、中学和大学教育、技术和职业培训。所有人，特别是处境困难者，无论性别、年龄、种族、族裔为何，无论是残疾人、移民还是土著居民，无论是儿童还是青年，都应有机会终身获得教育, 掌握必要知识和技能，充分融入社会。我们将努力为儿童和青年提供一个有利于成长的环境，让他们充分享有权利和发挥能力，帮助各国享受人口红利，包括保障学校安全，维护社区和家庭的和谐。"
55,66,26.,26.	为了促进身心健康，延长所有人的寿命，我们必须实现全民健康保险，让人们获得优质医疗服务，不遗漏任何人。我们承诺加快迄今在减少新生儿、儿童和孕产妇死亡率方面的进展，到2030年时将所有可以预防的死亡减至零。我们承诺让所有人获得性保健和生殖保健服务，包括计划生育服务，提供信息和教育。我们还会同样加快在消除疟疾、艾滋病毒/艾滋病、肺结核、肝炎、埃博拉和其他传染疾病和流行病方面的进展，包括处理抗生素耐药性不断增加的问题和在发展中国家肆虐的疾病得不到关注的问题。我们承诺预防和治疗非传染性疾病，包括行为、发育和神经系统疾病，因为它们是对可持续发展的一个重大挑战。
56,67,27.,27.	我们将争取为所有国家建立坚实的经济基础。实现繁荣必须有持久、包容和可持续的经济增长。只有实现财富分享，消除收入不平等，才能有经济增长。我们将努力创建有活力、可持续、创新和以人为中心的经济，促进青年就业和增强妇女经济权能，特别是让所有人都有体面工作。我们将消灭强迫劳动和人口贩卖，消灭一切形式的童工。劳工队伍身体健康，受过良好教育，拥有从事让人身心愉快的生产性工作的必要知识和技能，并充分融入社会，将会使所有国家受益。我们将加强所有最不发达国家所有行业的生产能力，包括进行结构改革。我们将采取政策提高生产能力、生产力和生产性就业；为贫困和低收入者提供资金； 发展可持续农业、牧业和渔业；实现可持续工业发展；让所有人获得价廉、可靠、可持续的现代能源服务；建立可持续交通系统，建立质量高和复原能力强的基础设施。
57,68,28.,28.	我们承诺从根本上改变我们的社会生产和消费商品及服务的方式。各国政府、国际组织、企业界和其他非国家行为体和个人必须协助改变不可持续的生产和消费模式，包括推动利用所有来源提供财务和技术援助，加强发展中国家的科学技术能力和创新能力，以便采用更可持续的生产和消费模式。我们鼓励执行《可持续消费和生产模式方案十年框架》。所有国家都要采取行动，发达国家要发挥带头作用，同时要考虑到发展中国家的发展水平和能力。
58,69,29.,29.	我们认识到，移民对包容性增长和可持续发展做出了积极贡献。我们还认识到，跨国移民实际上涉及多种因素，对于原籍国、过境国和目的地国的发展具有重大影响，需要有统一和全面的对策。我们将在国际上开展合作，确保安全、有序的定期移民，充分尊重人权，不论移民状况如何都人道地对待移民，并人道地对待难民和流离失所者。这种合作应能加强收容难民的社区、特别是发展中国家收容社区的活力。我们强调移民有权返回自己的原籍国，并忆及各国必须以适当方式接受回返的本国国民。
59,70,30.,30.	我们强烈敦促各国不颁布和实行任何不符合国际法和《联合国宪章》，阻碍各国、特别是发展中国家全面实现经济和社会发展的单方面经济、金融或贸易措施。
60,71,31.,31.	我们确认《联合国气候变化框架公约》是谈判确定全球气候变化对策的首要国际政府间论坛。我们决心果断应对气候变化和环境退化带来的威胁。气候变化是全球性的，要开展最广泛的国际合作来加速解决全球温室气体减排和适应问题以应对气候变化的不利影响。我们非常关切地注意到，《公约》缔约方就到2020年全球每年温室气体排放量作出的减缓承诺的总体效果与可能将全球平均温升控制在比实现工业化前高2或1.5摄氏度之内而需要达到的整体排放路径相比，仍有巨大的差距。
61,72,32.,32.	展望将于巴黎举行的第二十一次缔约方大会，我们特别指出，所有国家都承诺努力达成一项有雄心的、普遍适用的气候协定。我们重申，《公约》之下对所有缔约方适用的议定书、另一份法律文书或有某种法律约束力的议定结果，应平衡减缓、适应、资金、技术开发与转让、能力建设以及行动和支持的透明度等问题。
62,73,33.,33.	我们确认，社会和经济发展离不开对地球自然资源的可持续管理。因此，我们决心保护和可持续利用海洋、淡水资源以及森林、山地和旱地，保护生物多样性、生态系统和野生动植物。我们还决心促进可持续旅游，解决缺水和水污染问题，加强在荒漠化、沙尘暴、土地退化和干旱问题上的合作，加强灾后恢复能力和减少灾害风险。在这方面，我们对预定2016年在墨西哥举行的生物多样性公约第十三次缔约方会议充满期待。
63,74,34.,34.	我们确认，可持续的城市发展和管理对于我们人民的生活质量至关重要。我们将同地方当局和社区合作，规划我们的城市和人类住区，重新焕发它们的活力，以促进社区凝聚力和人身安全，推动创新和就业。我们将减少由城市活动和危害人类健康和环境的化学品所产生的不利影响，包括以对环境无害的方式管理和安全使用化学品，减少废物，回收废物和提高水和能源的使用效率。我们将努力把城市对全球气候系统的影响降到最低限度。我们还会在我们的国家、农村和城市发展战略与政策中考虑到人口趋势和人口预测。我们对即将在基多举行的第三次联合国住房与可持续城市发展会议充满期待。
64,75,35.,35.	没有和平与安全，可持续发展无法实现；没有可持续发展，和平与安全也将面临风险。新议程确认，需要建立和平、公正和包容的社会，在这一社会中，所有人都能平等诉诸法律，人权(包括发展权)得到尊重，在各级实行有效的法治和良政，并有透明、有效和负责的机构。本议程论及各种导致暴力、不安全与不公正的因素，例如不平等、腐败、治理不善以及非法的资金和武器流动。我们必须加倍努力，解决或防止冲突，向冲突后国家提供支持，包括确保妇女在建设和平和国家建设过程中发挥作用。我们呼吁依照国际法进一步采取有效的措施和行动，消除处于殖民统治和外国占领下的人民充分行使自决权的障碍，因为这些障碍影响到他们的经济和社会发展，以及他们的环境。
65,76,36.,36.	我们承诺促进不同文化间的理解、容忍、相互尊重，确立全球公民道德和责任共担。我们承认自然和文化多样性，认识到所有文化与文明都能推动可持续发展，是可持续发展的重要推动力。
66,77,37.,37.	体育也是可持续发展的一个重要推动力。我们确认，体育对实现发展与和平的贡献越来越大，因为体育促进容忍和尊重，增强妇女和青年、个人和社区的权能，有助于实现健康、教育和社会包容方面的目标。
67,78,38.,38.	我们根据《联合国宪章》重申尊重各国的领土完整和政治独立的必要性。
68,79,执行手段,		执行手段
69,80,39.,39.	新议程规模宏大，雄心勃勃，因此需要恢复全球伙伴关系的活力，以确保它得到执行。我们将全力以赴。这一伙伴关系将发扬全球团结一致的精神，特别是要与最贫困的人和境况脆弱的人同舟共济。这一伙伴关系将推动全球高度参与，把各国政府、私营部门、民间社会、联合国系统和其他各方召集在一起，调动现有的一切资源，协助落实所有目标和具体目标。
70,81,40.,40.	目标17和每一个可持续发展目标下关于执行手段的具体目标是实现我们议程的关键，它们对其他目标和具体目标也同样重要。我们可以在2015年7月13日至16日在亚的斯亚贝巴举行的第三次发展筹资国际会议成果文件提出的具体政策和行动的支持下，在重振活力的可持续发展全球伙伴关系框架内实现本议程，包括可持续发展目标。我们欢迎大会核可作为2030年可持续发展议程组成部分的《亚的斯亚贝巴行动议程》。我们确认，全面执行《亚的斯亚贝巴行动议程》对于实现可持续发展目标和具体目标至关重要。
71,82,41.,41.	我们确认各国对本国经济和社会发展负有首要责任。新议程阐述了落实各项目标和具体目标所需要的手段。我们确认，这些手段包括调动财政资源，开展能力建设，以优惠条件向发展中国家转让对环境无害的技术，包括按照相互商定的减让和优惠条件进行转让。国内和国际公共财政将在提供基本服务和公共产品以及促进从其他来源筹资方面起关键作用。我们承认，私营部门——从微型企业、合作社到跨国公司——民间社会组织和慈善组织将在执行新议程方面发挥作用。
72,83,42.,42.	我们支持实施相关的战略和行动方案，包括《伊斯坦布尔宣言和行动纲领》、《小岛屿发展中国家快速行动方式(萨摩亚途径)》、《内陆发展中国家2014-2024年十年维也纳行动纲领》，重申必须支持非洲联盟2063年议程和非洲发展新伙伴关系方案，因为它们都是新议程的组成部分。我们认识到，在冲突和冲突后国家实现持久和平与可持续发展面临很大挑战。
73,84,43.,43.	我们强调，国际公共资金对各国筹集国内公共资源的努力发挥着重要补充作用，对国内资源有限的最贫困和最脆弱国家而言尤其如此。国际公共资金包括官方发展援助的一个重要用途是促进从其他公共和私人来源筹集更多的资源。官方发展援助提供方再次做出各自承诺，包括许多发达国家承诺实现对发展中国家的官方发展援助占其国民总收入的0.7%，对最不发达国家的官方发展援助占其国民总收入的0.15%至0.20%的目标。
74,85,44.,44.	我们确认，国际金融机构必须按照其章程支持各国、特别是发展中国家享有政策空间。我们承诺扩大和加强发展中国家——包括非洲国家、最不发达国家、内陆发展中国家、小岛屿发展中国家和中等收入国家——在国际经济决策、规范制定和全球经济治理方面的话语权和参与度。
75,86,45.,45.	我们还确认，各国议会在颁布法律、制定预算和确保有效履行承诺方面发挥重要作用。各国政府和公共机构还将与区域和地方当局、次区域机构、国际机构、学术界、慈善组织、志愿团体以及其他各方密切合作，开展执行工作。
76,87,46.,46.	我们着重指出，一个资源充足、切合实际、协调一致、高效率和高成效的联合国系统在支持实现可持续发展目标和可持续发展方面发挥着重要作用并拥有相对优势。我们强调，必须加强各国在国家一级的自主权和领导权，并支持经社理事会目前就联合国发展系统在本议程中的长期地位问题开展的对话。
77,88,后续落实和评估,		后续落实和评估
78,89,47.,47.	各国政府主要负责在今后15年内落实和评估国家、区域和全球各级落实各项目标和具体目标的进展。为了对我们的公民负责，我们将按照本议程和《亚的斯亚贝巴行动议程》的规定，系统进行各级的后续落实和评估工作。联合国大会和经社理事会主办的高级别政治论坛将在监督全球的后续落实和评估工作方面起核心作用。
79,90,48.,48.	我们正在编制各项指标，以协助开展这项工作。我们需要优质、易获取、及时和可靠的分类数据，帮助衡量进展情况，不让任何一个人掉队。这些数据对决策至关重要。应尽可能利用现有报告机制提供的数据和资料。我们同意加紧努力，加强发展中国家，特别是非洲国家、最不发达国家、内陆发展中国家、小岛屿发展中国家和中等收入国家的统计能力。我们承诺制定更广泛的衡量进展的方法，对国内生产总值这一指标进行补充。
80,91,行动起来，变革我,		行动起来，变革我们的世界
81,92,49.,49.	七十年前，老一代世界领袖齐聚一堂，创建了联合国。他们在世界四分五裂的情况下，在战争的废墟中创建了联合国，确立了本组织必须依循和平、对话和国际合作的价值观。《联合国宪章》就是这些价值观至高无上的体现。
82,93,50.,50.	今天，我们也在做出具有重要历史意义的决定。我们决心为所有人，包括为数百万被剥夺机会而无法过上体面、有尊严、有意义的生活和无法充分发挥潜力的人，建设一个更美好的未来。我们可以成为成功消除贫困的第一代人；我们也可能是有机会拯救地球的最后一代人。如果我们能够实现我们的目标，那么世界将在2030年变得更加美好。
83,94,51.,51.	我们今天宣布的今后十五年的全球行动议程，是二十一世纪人类和地球的章程。儿童和男女青年是变革的重要推动者，他们将在新的目标中找到一个平台，用自己无穷的活力来创造一个更美好的世界。
84,95,52.,52.	“我联合国人民”是《联合国宪章》的开篇名言。今天踏上通往2030年征途的，正是“我联合国人民”。与我们一起踏上征途的有各国政府及议会、联合国系统和其他国际机构、地方当局、土著居民、民间社会、工商业和私营部门、科学和学术界，还有全体人民。数百万人已经参加了这一议程的制订并将其视为自己的议程。这是一个民有、民治和民享的议程，我们相信它一定会取得成功。
85,96,53.,53.	我们把握着人类和地球的未来。今天的年轻人也把握着人类和地球的未来，他们会把火炬继续传下去。我们已经绘制好可持续发展的路线，接下来要靠我们大家来圆满完成这一征程，并保证不会丧失已取得的成果。
86,97,可持续发展目标和,		可持续发展目标和具体目标
87,98,54.,54.	在进行各方参与的政府间谈判后，我们根据可持续发展目标开放工作组的建议 (建议起首部分介绍了建议的来龙去脉) ，商定了下列目标和具体目标。
88,99,55.,55.	可持续发展目标和具体目标是一个整体，不可分割，是全球性和普遍适用的，兼顾各国的国情、能力和发展水平，并尊重各国的政策和优先事项。具体目标是人们渴望达到的全球性目标，由各国政府根据国际社会的总目标，兼顾本国国情制定。各国政府还将决定如何把这些激励人心的全球目标列入本国的规划工作、政策和战略。必须认识到，可持续发展与目前在经济、社会和环境领域中开展的其他相关工作相互关联。
89,100,56.,56.	我们在确定这些目标和具体目标时认识到，每个国家都面临实现可持续发展的具体挑战，我们特别指出最脆弱国家，尤其是非洲国家、最不发达国家、内陆发展中国家和小岛屿发展中国家面临的具体挑战，以及中等收入国家面临的具体挑战。我们还要特别关注陷入冲突的国家。
90,101,57.,57.	我们认识到，仍无法获得某些具体目标的基线数据，我们呼吁进一步协助加强会员国的数据收集和能力建设工作，以便在缺少这类数据的国家制定国家和全球基线数据。我们承诺将填补数据收集的空白，以便在掌握更多信息的情况下衡量进展，特别是衡量那些没有明确数字指标的具体目标的进展。
91,102,58.,58.	我们鼓励各国在其他论坛不断作出努力，处理好可能对执行本议程构成挑战的重大问题；并且尊重这些进程的独立授权。我们希望议程和议程的执行工作支持而不是妨碍其他这些进程以及这些进程作出的决定。
92,103,59.,59.	我们认识到，每一国家可根据本国国情和优先事项，采用不同的方式、愿景、模式和手段来实现可持续发展；我们重申，地球及其生态系统是我们共同的家园，“地球母亲”是许多国家和地区共同使用的表述。
93,105,目标1.,		目标1.	在全世界消除一切形式的贫困
94,106,1.1,1.1	到2030年，在全球所有人口中消除极端贫困，极端贫困目前的衡量标准是每人每日生活费不足1.25美元
95,107,1.2,1.2	到2030年，按各国标准界定的陷入各种形式贫困的各年龄段男女和儿童至少减半
96,108,1.3,1.3	执行适合本国国情的全民社会保障制度和措施，包括最低标准，到2030年在较大程度上覆盖穷人和弱势群体
97,109,1.4,1.4	到2030年，确保所有男女，特别是穷人和弱势群体，享有平等获取经济资源的权利，享有基本服务，获得对土地和其他形式财产的所有权和控制权，继承遗产，获取自然资源、适当的新技术和包括小额信贷在内的金融服务
98,110,1.5,1.5	到2030年，增强穷人和弱势群体的抵御灾害能力，降低其遭受极端天气事件和其他经济、社会、环境冲击和灾害的概率和易受影响程度
99,111,1.a,1.a	确保从各种来源，包括通过加强发展合作充分调集资源，为发展中国家、特别是最不发达国家提供充足、可预见的手段以执行相关计划和政策，消除一切形式的贫困
100,112,1.b,1.b	根据惠及贫困人口和顾及性别平等问题的发展战略，在国家、区域和国际层面制定合理的政策框架，支持加快对消贫行动的投资
101,113,目标2.,		目标2.	消除饥饿，实现粮食安全，改善营养状况和促进可持续农业
102,114,2.1,2.1	到2030年，消除饥饿，确保所有人，特别是穷人和弱势群体，包括婴儿，全年都有安全、营养和充足的食物
103,115,2.2,2.2	到2030年，消除一切形式的营养不良，包括到2025年实现5岁以下儿童发育迟缓和消瘦问题相关国际目标，解决青春期少女、孕妇、哺乳期妇女和老年人的营养需求
104,116,2.3,2.3	到2030年，实现农业生产力翻倍和小规模粮食生产者，特别是妇女、土著居民、农户、牧民和渔民的收入翻番，具体做法包括确保平等获得土地、其他生产资源和要素、知识、金融服务、市场以及增值和非农就业机会
105,117,2.4,2.4	到2030年，确保建立可持续粮食生产体系并执行具有抗灾能力的农作方法，以提高生产力和产量，帮助维护生态系统，加强适应气候变化、极端天气、干旱、洪涝和其他灾害的能力，逐步改善土地和土壤质量
106,118,2.5,2.5	到2020年，通过在国家、区域和国际层面建立管理得当、多样化的种子和植物库，保持种子、种植作物、养殖和驯养的动物及与之相关的野生物种的基因多样性；根据国际商定原则获取及公正、公平地分享利用基因资源和相关传统知识产生的惠益
107,119,2.a,2.a	通过加强国际合作等方式，增加对农村基础设施、农业研究和推广服务、技术开发、植物和牲畜基因库的投资，以增强发展中国家，特别是最不发达国家的农业生产能力
108,120,2.b,2.b	根据多哈发展回合授权，纠正和防止世界农业市场上的贸易限制和扭曲，包括同时取消一切形式的农业出口补贴和具有相同作用的所有出口措施
109,121,2.c,2.c	采取措施，确保粮食商品市场及其衍生工具正常发挥作用，确保及时获取包括粮食储备量在内的市场信息，限制粮价剧烈波动
110,122,目标3.,		目标3.	确保健康的生活方式，促进各年龄段人群的福祉	
